,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,lenger,55,KZ,1640583070,83,42.183,69.8839,-5.31,0.88
279,sinnamary,76,GF,1640583070,89,5.3833,-52.95,25.1,3.92
280,alofi,75,NU,1640583071,65,-19.0595,-169.9187,28.94,2.57
281,sambava,100,MG,1640583072,62,-14.2667,50.1667,28.06,1.33
282,soe,100,ID,1640583073,90,-9.8607,124.284,20.87,1.3
283,aklavik,100,CA,1640583074,96,68.2191,-135.0107,-15.6,1.83
284,kununurra,40,AU,1640583074,46,-15.7667,128.7333,32.99,8.23
285,troitsko-pechorsk,100,RU,1640582710,95,62.7084,56.1964,-14.88,3.75
286,jurbarkas,25,LT,1640583076,96,55.0778,22.7664,-7.29,2.43
287,laguna,90,US,1640583076,91,38.421,-121.4238,8.9,0.45
288,pompeia,12,BR,1640583077,61,-22.1086,-50.1717,20.31,2.04
289,praia,0,CV,1640582718,60,14.9215,-23.5087,22.3,5.66
290,castle rock,65,GB,1640583078,96,52.1376,-0.4548,8.19,2.83
291,santa catarina de tepehuanes,100,PH,1640583080,61,17.486,120.4348,25.42,6.46
292,kralendijk,75,BQ,1640583080,78,12.15,-68.2667,25.99,5.66
293,saint-francois,0,FR,1640583081,95,46.4154,3.9054,4.26,1.03
294,port moresby,100,CD,1640582804,77,-7.0349,29.7638,23.58,1.58
295,souillac,75,MU,1640583083,100,-20.5167,57.5167,29.09,2.06
296,irbil,4,IQ,1640583084,100,36.1926,44.0106,-0.1,0.0
297,hendek,96,TR,1640583085,75,40.7994,30.7481,7.18,3.31
298,rupert,75,US,1640583086,68,42.6191,-113.6772,-2.62,10.8
299,bundaberg,40,AU,1640583087,81,-24.85,152.35,26.23,1.79
300,selma,96,US,1640583088,80,36.5708,-119.6121,8.88,2.33
301,pathein,0,MM,1640583088,42,16.7833,94.7333,29.1,2.48
302,nome,32,US,1640583089,91,64.5011,-165.4064,-21.01,2.61
303,san ramon de la nueva oran,99,ML,1640582885,15,13.3034,-4.8956,21.75,3.79
304,kuala terengganu,19,ID,1640583090,50,3.377,98.6189,29.61,2.17
305,nantucket,90,US,1640583092,71,41.2835,-70.0995,3.38,8.23
306,princeton,40,US,1640582702,86,25.5384,-80.4089,22.01,0.0
307,jalu,99,LY,1640583093,59,29.0331,21.5482,11.67,3.39
308,rosetown,100,CA,1640583093,76,51.5501,-108.0014,-25.57,3.6
309,alta floresta,75,NO,1640582795,93,69.9689,23.2717,-7.67,1.03
310,tripoli,83,LY,1640583095,51,32.8752,13.1875,15.71,6.8
311,suksun,96,RU,1640583095,97,57.1431,57.3949,-13.86,3.44
312,clyde river,100,US,1640583097,89,41.3042,-82.9752,3.23,5.76
313,manhattan,1,US,1640583072,58,40.7834,-73.9662,4.9,4.63
314,challans,100,FR,1640583099,91,46.8436,-1.8749,13.51,10.08
315,kruisfontein,93,ZA,1640583100,68,-34.0033,24.7314,22.16,1.02
316,surt,30,LY,1640583100,48,31.2089,16.5887,14.23,6.66
317,cap-aux-meules,22,CA,1640583101,86,47.3821,-61.8597,1.01,7.72
318,kavaratti,58,IN,1640583102,69,10.5669,72.642,26.86,2.61
319,agadir,52,MA,1640582888,90,30.4202,-9.5982,16.25,0.5
320,tarko-sale,55,RU,1640583103,87,64.9225,77.785,-22.67,6.77
321,grand river south east,73,US,1640583104,55,38.8755,-109.5012,1.64,0.37
322,talaya,100,RU,1640583105,97,61.3833,152.75,-32.61,2.34
323,bud,100,US,1640583106,86,39.447,-86.1758,11.05,7.3
324,atar,25,MR,1640583107,28,20.5169,-13.0499,18.65,3.59
325,cabedelo,100,BR,1640583107,81,-6.9811,-34.8339,25.37,4.25
326,trujillo,99,PE,1640583108,87,-8.116,-79.03,19.37,2.06
327,benghazi,100,LY,1640583109,63,32.1167,20.0667,13.42,7.31
328,abu samrah,67,IN,1640583110,32,24.6,72.7,17.76,1.86
329,kurilsk,99,RU,1640583111,91,45.2333,147.8833,-2.9,15.44
330,msowero,86,TZ,1640583112,70,-6.5333,37.2,26.16,1.01
331,esperance,10,AU,1640583113,50,-33.8667,121.9,27.91,10.46
332,bayangol,16,RU,1640583114,54,50.6977,103.4656,-11.0,0.67
333,jiangyou,87,CN,1640583115,54,31.7667,104.7167,5.36,2.16
334,ketchikan,90,US,1640583116,67,55.3422,-131.6461,-6.01,1.54
335,ryotsu,95,JP,1640583116,73,38.0833,138.4333,0.98,11.72
336,simnas,15,LT,1640583117,95,54.4,23.65,-5.13,2.36
337,balakovo,29,RU,1640583118,96,52.0278,47.8007,-16.79,2.62
338,aboyne,100,GB,1640583118,93,57.0755,-2.7802,4.97,1.69
339,rakitnoye,66,RU,1640583119,98,50.8389,35.8515,-9.86,1.58
340,wukari,38,NG,1640583120,31,7.85,9.7833,21.35,1.76
341,takoradi,98,GH,1640583121,85,4.8845,-1.7554,26.48,2.43
342,touho,59,NC,1640583122,75,-20.7833,165.2333,27.14,2.16
343,brainerd,90,US,1640583123,86,46.358,-94.2008,-4.19,7.72
344,kongolo,100,CD,1640583124,97,-5.3833,27.0,21.81,1.61
345,antofagasta,32,CL,1640582972,75,-23.65,-70.4,17.6,1.27
346,novoagansk,49,RU,1640583125,87,61.9449,76.6625,-21.02,3.65
347,upata,71,VE,1640583126,77,8.0086,-62.3989,18.48,1.41
348,caravelas,79,BR,1640583127,97,-17.7125,-39.2481,21.66,1.31
349,tabory,100,RU,1640583127,91,58.5198,64.5495,-11.19,4.18
350,tilichiki,100,RU,1640583128,91,60.4667,166.1,-23.69,7.11
351,nuuk,3,GL,1640583126,54,64.1835,-51.7216,-1.66,1.54
352,vao,93,NC,1640583129,73,-22.6667,167.4833,26.13,3.3
353,west wendover,1,US,1640583130,86,31.8024,-97.0917,20.59,3.58
354,mareeba,100,AU,1640583131,92,-17.0,145.4333,22.49,2.28
355,lorengau,78,PG,1640582812,78,-2.0226,147.2712,28.8,5.36
356,dukat,100,RU,1640583132,98,62.55,155.55,-33.48,2.43
357,mackay,100,AU,1640583023,69,-21.15,149.2,27.99,2.57
358,shenjiamen,68,CN,1640583134,49,29.9576,122.298,3.4,6.64
359,djambala,100,CG,1640583134,92,-2.5447,14.7533,19.53,1.44
360,harper,31,LR,1640583135,86,4.375,-7.7169,25.97,1.4
361,muyezerskiy,90,RU,1640583136,98,63.9333,31.65,-15.58,2.16
362,mount isa,99,GB,1640583137,50,53.6597,-1.8537,5.92,1.46
363,sandpoint,90,US,1640583137,91,48.2766,-116.5533,-6.59,0.0
364,acapulco,1,MX,1640583138,88,16.8634,-99.8901,23.9,1.03
365,huarmey,87,PE,1640583139,88,-10.0681,-78.1522,19.85,3.38
366,port hawkesbury,96,CD,1640583139,76,-7.0349,29.7638,24.61,2.86
367,awash,80,ET,1640583140,42,8.9833,40.1667,24.11,2.31
368,mokshan,75,RU,1640583141,93,53.4365,44.6132,-11.01,4.18
369,lumut,40,MY,1640583143,70,4.2323,100.6298,33.2,1.03
370,kerman,0,IR,1640583144,45,30.2832,57.0788,3.92,2.06
371,bicas,0,BR,1640583145,97,-21.7253,-43.0594,11.48,1.05
372,tabasalu,90,EE,1640583146,86,59.4303,24.5331,-3.47,2.06
373,axim,82,GH,1640583147,85,4.8699,-2.2405,26.33,2.14
374,irawan,99,PH,1640583147,85,9.8012,118.6923,25.87,2.22
375,celestun,89,MX,1640583148,86,20.8667,-90.4,23.28,4.59
376,camacha,40,PT,1640583149,88,33.0833,-16.3333,16.96,3.09
377,beyneu,97,KZ,1640583151,65,45.3167,55.2,-2.11,7.76
378,mys shmidta,100,RU,1640583152,96,62.0589,48.6201,-13.38,2.52
379,krasnoselkup,56,RU,1640583152,94,65.7,82.4667,-25.05,4.46
380,odienne,69,CI,1640583153,28,9.51,-7.5692,20.09,1.29
381,rehoboth,30,NA,1640583154,28,-23.3167,17.0833,16.27,3.09
382,segezha,75,RU,1640583155,96,63.7415,34.3222,-15.93,3.99
383,constitucion,100,CL,1640582986,73,-35.3333,-72.4167,15.26,2.44
384,ayan,8,RU,1640583156,70,56.45,138.1667,-26.09,5.7
385,yerbogachen,80,RU,1640583157,94,61.2767,108.0108,-27.0,1.43
386,nakamura,34,JP,1640583157,53,32.9833,132.9333,5.86,5.01
387,cartagena,20,CO,1640583158,89,10.3997,-75.5144,25.79,1.54
388,codrington,26,AU,1640583159,53,-38.2667,141.9667,16.56,10.02
389,wajima,75,JP,1640583159,80,37.4,136.9,0.38,2.06
390,beringovskiy,87,RU,1640583160,88,63.05,179.3167,-22.79,5.48
391,kirakira,100,SB,1640583161,81,-10.4544,161.9205,28.41,2.17
392,yining,98,CN,1640583162,60,29.0361,114.5636,5.45,0.76
393,flinders,100,AU,1640582891,79,-34.5833,150.8552,20.11,2.68
394,qaanaaq,63,GL,1640583163,83,77.484,-69.3632,-23.62,3.31
395,garowe,12,SO,1640583164,62,8.4054,48.4845,22.34,5.71
396,freistadt,90,AT,1640583165,91,48.511,14.5045,0.4,1.31
397,high level,76,US,1640583166,81,33.6123,-95.7472,20.8,7.54
398,vyartsilya,98,RU,1640583166,98,62.1764,30.693,-15.72,2.02
399,balkanabat,1,TM,1640582810,42,39.5108,54.3671,6.17,2.91
400,dingle,63,PH,1640583168,79,10.9995,122.6711,27.31,6.53
401,nouadhibou,0,MR,1640583169,63,20.931,-17.0347,17.99,5.14
402,cairns,75,AU,1640583171,88,-16.9167,145.7667,25.06,4.12
403,airai,100,TL,1640582820,97,-8.9266,125.4092,16.8,1.76
404,rosita,20,NI,1640583172,99,13.9268,-84.4032,20.83,1.18
405,halifax,72,CA,1640582882,80,44.6453,-63.5724,0.03,1.79
406,neftcala,7,AZ,1640583173,50,39.3742,49.2472,6.74,3.86
407,colares,34,PT,1640583174,76,38.7992,-9.4469,16.85,3.58
408,yarkovo,100,RU,1640583175,93,57.4028,67.0786,-10.07,6.43
409,weyburn,100,CA,1640583006,85,49.6668,-103.8511,-16.57,2.57
410,ponta delgada,38,PT,1640583176,82,38.7333,-28.2667,15.09,15.41
411,havelock,20,US,1640583177,93,34.8791,-76.9013,12.97,0.0
412,dwarka,59,IN,1640583178,66,22.2394,68.9678,24.23,3.09
413,inirida,100,CO,1640583178,91,3.8653,-67.9239,24.72,0.74
414,petropavlovsk-kamchatskiy,90,RU,1640583179,100,53.0452,158.6483,-1.67,8.0
415,lanciano,70,IT,1640583180,88,42.2167,14.3882,7.88,0.5
416,cayenne,75,GF,1640583007,88,4.9333,-52.3333,26.72,1.34
417,oparino,100,RU,1640583181,95,59.8518,48.2783,-13.15,2.75
418,mazagao,97,BR,1640583182,97,-0.115,-51.2894,25.03,1.12
419,sao jose da coroa grande,88,IN,1640583183,40,20.5113,76.2129,24.27,1.79
420,yagodnoye,97,RU,1640583184,100,62.55,149.6667,-35.02,1.75
421,goderich,86,CA,1640583184,80,43.7501,-81.7165,-1.82,4.12
422,east london,100,IS,1640583185,95,65.0,-15.0,-6.14,2.4
423,awbari,48,LY,1640583186,41,26.5921,12.7805,10.26,2.31
424,nadym,100,RU,1640583187,79,65.5333,72.5167,-15.34,9.31
425,hede,1,CN,1640583188,16,33.7681,120.2517,3.75,4.31
426,baiao,80,BR,1640583189,99,-2.7906,-49.6717,22.43,0.98
427,calvia,100,ES,1640583190,79,39.5657,2.5062,15.5,7.91
428,sri aman,36,MA,1640583191,59,30.0381,-8.7951,7.65,1.84
429,taber,100,CA,1640583191,76,49.8167,-112.1518,-25.4,3.09
430,dumas,1,US,1640583193,19,35.8656,-101.9732,13.68,5.66
431,narsaq,29,GL,1640583193,59,60.9167,-46.05,-2.88,2.48
432,mogadishu,80,SO,1640583022,73,2.0371,45.3438,27.86,8.19
433,srednekolymsk,100,RU,1640583195,98,67.45,153.6833,-33.47,4.3
434,semme,100,FR,1640583195,93,46.1963,1.5007,8.23,6.72
435,luzhou,94,CN,1640583196,66,28.8724,105.4405,6.8,1.54
436,grand gaube,73,US,1640583197,55,38.8755,-109.5012,1.64,0.37
437,khanpur,88,PK,1640583197,31,28.6453,70.6567,20.57,3.94
438,arman,100,RU,1640583198,75,59.7,150.1667,-22.06,6.46
439,emerald,75,AU,1640583199,42,-23.5333,148.1667,27.77,7.72
440,acarau,100,BR,1640583200,84,-2.8856,-40.12,25.92,4.08
441,chokwe,98,MZ,1640583201,63,-24.5333,32.9833,28.91,4.21
442,poum,32,NC,1640583201,78,-20.2333,164.0167,27.74,6.47
443,sur,4,OM,1640583202,57,22.5667,59.5289,25.42,3.14
444,soanierana ivongo,75,MG,1640583203,83,-18.9363,47.5246,20.94,3.6
445,dentsville,1,US,1640583204,93,34.064,-80.9582,15.71,0.0
446,whitianga,100,NZ,1640583205,77,-36.8333,175.7,24.45,3.72
447,saint-jean-de-la-ruelle,75,FR,1640583205,89,47.9113,1.8648,9.2,0.45
448,kangundo,27,KE,1640583207,79,-1.2979,37.3471,18.52,1.31
449,amazar,23,RU,1640583207,79,53.858,120.875,-18.75,0.77
450,ballina,90,AU,1640583208,90,-28.8667,153.5667,29.1,8.75
451,severo-kurilsk,90,RU,1640583209,79,50.6789,156.125,-1.28,7.14
452,hamilton,75,US,1640583023,78,39.1834,-84.5333,10.23,1.34
453,nemuro,97,JP,1640583210,68,43.3236,145.575,-3.76,10.57
454,vestmannaeyjar,100,IS,1640583211,72,63.4427,-20.2734,0.88,2.59
455,ipixuna,99,BR,1640583212,97,-1.7625,-48.8043,24.97,1.18
456,candido mendes,75,CO,1640583212,88,1.2508,-75.6013,22.92,0.8
457,orlik,79,RU,1640583213,62,52.5178,99.825,-16.12,0.53
458,zunyi,99,CN,1640583214,86,27.6867,106.9072,-0.68,1.51
459,jackson,90,US,1640583106,95,42.4165,-122.8345,1.03,2.06
460,grindavik,75,IS,1640583215,80,63.8424,-22.4338,-0.61,1.54
461,neyshabur,18,IR,1640583216,30,36.2133,58.7958,4.2,0.3
462,kencong,67,ID,1640583217,67,-8.2833,113.3667,30.29,5.42
463,iskateley,88,RU,1640583217,94,67.6803,53.1512,-13.31,4.47
464,khovu-aksy,50,RU,1640583218,74,51.1333,93.6,-15.22,0.78
465,zyryanka,100,RU,1640583219,100,65.75,150.85,-35.79,2.71
466,baykit,47,RU,1640583220,99,61.67,96.37,-19.05,1.05
467,broome,90,US,1640582792,72,42.2506,-75.833,0.94,1.79
468,hirara,75,JP,1640583221,67,24.8,125.2833,16.92,5.14
469,lantawan,94,PH,1640583222,73,10.6167,123.9833,28.83,4.41
470,qui nhon,94,BR,1640583223,97,-10.9706,-37.5959,22.3,1.39
471,galle,0,LK,1640583224,51,6.0367,80.217,29.28,1.56
472,najran,1,SA,1640583225,29,17.4924,44.1277,13.36,1.38
473,karaton,71,ID,1640583225,59,-6.3424,106.1045,32.2,2.18
474,ilulissat,25,GL,1640582770,53,69.2167,-51.1,-5.99,1.03
475,morondava,86,MG,1640583227,68,-20.2833,44.2833,29.29,3.94
476,plettenberg bay,100,DE,1640583227,98,51.2167,7.8833,3.41,1.82
477,karratha,69,AU,1640583228,25,-20.7377,116.8463,39.63,4.01
478,tarut,85,SA,1640583229,42,26.5733,50.0369,15.99,7.58
479,namibe,30,AO,1640583230,78,-15.1961,12.1522,19.77,0.97
480,stokmarknes,0,NO,1640583230,86,68.5646,14.9108,-4.23,3.6
481,isangel,75,VU,1640583231,79,-19.55,169.2667,30.06,0.0
482,myaundzha,63,RU,1640583232,97,63.0494,147.1858,-39.79,1.8
483,vallenar,8,CL,1640583017,60,-28.5708,-70.7581,20.0,1.09
484,barlinek,0,PL,1640583233,77,52.9946,15.2186,-8.12,6.08
485,odweyne,48,SO,1640583234,44,9.4092,45.064,22.55,2.9
486,amaraji,100,BR,1640583234,94,-8.3831,-35.4525,26.36,1.26
487,mokhsogollokh,100,RU,1640583235,98,61.4681,128.9203,-36.27,0.6
488,grants pass,1,US,1640583236,48,35.1473,-107.8514,2.13,1.54
489,cam ranh,13,AR,1640583237,22,-38.9838,-67.8222,27.12,3.3
490,mopti,61,ML,1640583237,16,14.6667,-4.0,19.67,4.33
491,matagami,1,CA,1640583238,77,49.7502,-77.6328,-22.94,1.54
492,salihorsk,86,BY,1640583239,98,52.7876,27.5415,-9.89,2.19
493,harbour breton,94,US,1640583240,88,36.4595,-82.6402,11.6,1.6
494,tottori,75,JP,1640583241,75,35.5,134.2333,3.0,7.72
495,dakar,27,SN,1640582761,74,14.6937,-17.4441,20.49,6.8
496,kohat,98,PK,1640583099,69,33.582,71.4493,11.04,1.71
497,lasa,77,IT,1640583243,90,46.6166,10.7002,0.49,0.6
498,veshenskaya,73,RU,1640583244,94,49.6303,41.7334,-12.88,2.21
499,sola,28,VU,1640583245,71,-13.8833,167.55,28.58,3.77
500,manzhouli,79,CN,1640583246,78,49.6,117.4333,-16.86,1.93
501,caldono,100,CO,1640583247,98,2.7974,-76.4832,15.38,0.98
502,santiago del estero,0,CL,1640583231,47,-33.4569,-70.6483,24.36,4.12
503,sembakung,100,ID,1640583248,74,3.8167,117.25,27.96,0.8
504,kawalu,56,ID,1640583249,58,-7.3817,108.2082,31.25,1.01
505,sistranda,99,NO,1640583250,80,63.7256,8.834,2.17,5.11
506,cootamundra,36,AU,1640583251,40,-34.65,148.0333,25.53,8.8
507,hofn,100,IS,1640583251,68,64.2539,-15.2082,-0.82,7.88
508,soke,100,ML,1640583253,16,13.598,-5.9386,20.93,4.04
509,yarada,40,IN,1640583253,73,17.65,83.2667,26.18,1.54
510,port-gentil,100,GA,1640582791,82,-0.7193,8.7815,26.35,4.5
511,paita,98,PE,1640582817,82,-5.0892,-81.1144,19.94,2.74
512,bentiu,100,SS,1640583255,24,9.2333,29.8333,26.33,3.16
513,swan hill,100,PH,1640583256,95,18.2242,121.3791,20.28,1.89
514,pimenta bueno,61,BR,1640583257,86,-20.4839,-45.7989,17.33,1.31
515,kerema,100,PG,1640583258,64,-7.9631,145.7785,30.03,3.09
516,miramar,40,US,1640583259,88,25.9873,-80.2323,21.67,0.0
517,iquitos,20,PE,1640583259,83,-3.7481,-73.2472,27.02,1.54
518,maniitsoq,8,GL,1640583260,57,65.4167,-52.9,-4.06,1.99
519,msanga,30,TZ,1640583261,57,-6.05,36.0333,24.24,3.35
520,voh,57,NC,1640583262,66,-20.9667,164.7,29.36,1.59
521,kwekwe,73,ZW,1640583263,86,-18.9281,29.8149,20.96,3.2
522,ishurdi,17,BD,1640583263,38,24.1333,89.0833,24.98,2.1
523,khani,75,GE,1640583264,81,41.9563,42.9566,-1.24,3.19
524,nambucca heads,83,AU,1640583265,91,-30.6333,152.9833,24.81,5.82
525,pimentel,99,PE,1640583265,85,-6.8367,-79.9342,19.29,3.95
526,port macquarie,96,CD,1640583139,76,-7.0349,29.7638,24.61,2.86
527,leh,97,IN,1640583012,82,34.1667,77.5833,-11.05,1.55
528,alekseyevsk,100,RU,1640583267,94,57.8406,108.3492,-16.61,0.65
529,nizhniy odes,100,RU,1640583268,89,45.3926,39.2364,4.01,2.42
530,port pirie,96,CD,1640583056,76,-7.0349,29.7638,24.61,2.86
531,chitral,88,PK,1640583269,69,35.8462,71.7858,3.26,1.03
532,tahe,1,CN,1640583270,67,52.3333,124.7333,-16.73,3.8
533,ban pong,100,LA,1640583271,99,20.0173,104.6053,15.25,1.35
534,sierra vista,100,CO,1640583271,96,5.1536,-74.9901,18.87,1.83
535,mombetsu,75,JP,1640583273,54,44.3525,143.3525,-3.99,7.72
536,armacao dos buzios,40,BR,1640583273,94,-27.7496,-48.5071,22.77,1.54
537,marawi,76,PH,1640583275,87,7.9986,124.2928,23.14,2.49
538,buraydah,87,SA,1640582932,63,26.326,43.975,8.25,4.12
539,bahia honda,100,BR,1640583225,100,-12.0,-42.0,18.76,0.82
540,farrukhnagar,40,IN,1640583277,45,17.0778,78.2011,24.84,4.06
541,plymouth,20,US,1640583252,76,41.8334,-70.8328,1.9,6.17
542,sangar,97,RU,1640583278,95,63.9242,127.4739,-42.82,0.7
543,fairbanks,90,US,1640582733,93,64.8378,-147.7164,3.19,0.45
544,wabana,90,CA,1640583279,94,47.6332,-52.9481,-0.35,6.17
545,archidona,100,ES,1640583280,94,37.0965,-4.3887,14.65,2.24
546,mabaruma,68,GY,1640583281,98,8.2,-59.7833,21.99,1.1
547,loviisa,9,FI,1640583281,95,60.4566,26.2251,-13.08,2.38
548,wabash,100,US,1640583282,93,40.7978,-85.8205,5.48,7.97
549,whyalla,26,AU,1640583068,43,-33.0333,137.5833,22.94,11.83
550,marsh harbour,99,GB,1640583283,52,53.6512,-1.8078,6.29,1.55
551,bonavista,79,CA,1640583129,97,48.6499,-53.1147,1.73,10.7
552,riyadh,100,SA,1640583284,52,24.6877,46.7219,10.08,2.56
553,cartagena del chaira,20,CO,1640583286,89,10.3997,-75.5144,25.79,1.54
554,talcahuano,0,CL,1640583015,82,-36.7167,-73.1167,15.82,3.6
555,kyshtovka,88,RU,1640583287,98,56.555,76.6271,-14.6,1.51
